image_path,target
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z183.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I29.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Javanje\Javanje67.jpg,21.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O108.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A73.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Svekja\Svekja91.jpg,45.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zoshto\Zoshto19.jpg,57.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Svekja\Svekja48.jpg,45.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\SH\SH141.jpg,41.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\N\N102.jpg,31.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja122.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zholtica\Zholtica111.jpg,56.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\H\H203.jpg,18.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A161.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\P\P89.jpg,34.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Mnogu\Mnogu119.jpg,30.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ57.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sida\Sida184.jpg,43.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Valkano\Valkano128.jpg,51.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A177.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A163.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Krst\Krst16.jpg,25.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zholtica\Zholtica199.jpg,56.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\M\M80.jpg,29.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zholtica\Zholtica177.jpg,56.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Mnogu\Mnogu199.jpg,30.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zamenki\Zamenki12.jpg,55.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa33.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Krst\Krst62.jpg,25.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L94.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Beskonechnost\Beskonechnost20.jpg,4.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z130.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\F\F141.jpg,15.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z94.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Javanje\Javanje8.jpg,21.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zoshto\Zoshto59.jpg,57.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\E\E100.jpg,14.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Valkano\Valkano82.jpg,51.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L6.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Rob\Rob114.jpg,39.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\SH\SH94.jpg,41.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kolache\Kolache158.jpg,23.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\LJ\LJ42.jpg,28.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L145.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sever\Sever93.jpg,42.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\M\M7.jpg,29.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L135.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Jas\Jas126.jpg,20.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Delenje\Delenje52.jpg,12.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Telefon\Telefon192.jpg,47.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa185.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\K\K22.jpg,22.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Korona\Korona167.jpg,24.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V29.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\SH\SH195.jpg,41.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DZ\DZ87.jpg,11.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\E\E140.jpg,14.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Svekja\Svekja100.jpg,45.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I165.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\B\B44.jpg,3.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Pritisok\Pritisok67.jpg,36.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\H\H45.jpg,18.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L185.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Cvekje\Cvekje52.jpg,8.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\E\E131.jpg,14.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\M\M117.jpg,29.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DJ\DJ182.jpg,10.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\C\C42.jpg,5.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L208.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zholtica\Zholtica44.jpg,56.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L51.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Cvekje\Cvekje202.jpg,8.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L143.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja3.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Rob\Rob45.jpg,39.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin157.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\M\M133.jpg,29.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\R\R165.jpg,38.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\M\M116.jpg,29.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\M\M158.jpg,29.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I67.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa11.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin62.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DJ\DJ146.jpg,10.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\S\S112.jpg,40.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A146.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ89.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\R\R201.jpg,38.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ188.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z34.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\B\B110.jpg,3.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DZ\DZ135.jpg,11.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\LJ\LJ31.jpg,28.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Cvekje\Cvekje94.jpg,8.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Prst\Prst80.jpg,37.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Mnogu\Mnogu153.jpg,30.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin92.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Svekja\Svekja200.jpg,45.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin137.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin123.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\U\U97.jpg,49.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\T\T56.jpg,46.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V183.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Fizika\Fizika124.jpg,16.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DJ\DJ162.jpg,10.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\G\G205.jpg,17.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Pritisok\Pritisok54.jpg,36.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Vilushka\Vilushka173.jpg,52.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zholtica\Zholtica126.jpg,56.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Cvekje\Cvekje34.jpg,8.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Beskonechnost\Beskonechnost79.jpg,4.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I53.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\S\S163.jpg,40.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Beskonechnost\Beskonechnost63.jpg,4.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Pritisok\Pritisok203.jpg,36.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A129.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zoshto\Zoshto43.jpg,57.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Agol\Agol107.jpg,1.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ52.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O100.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Vilushka\Vilushka133.jpg,52.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\S\S193.jpg,40.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Fizika\Fizika50.jpg,16.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DJ\DJ192.jpg,10.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Dopir\Dopir92.jpg,13.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kolache\Kolache162.jpg,23.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\G\G90.jpg,17.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\P\P31.jpg,34.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ152.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin121.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zamenki\Zamenki98.jpg,55.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\T\T186.jpg,46.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Delenje\Delenje102.jpg,12.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Agol\Agol143.jpg,1.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O188.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L99.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\N\N57.jpg,31.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Javanje\Javanje59.jpg,21.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DZ\DZ143.jpg,11.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Cvekje\Cvekje69.jpg,8.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Telefon\Telefon33.jpg,47.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zholtica\Zholtica23.jpg,56.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\R\R139.jpg,38.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\CH\CH49.jpg,6.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D82.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Korona\Korona97.jpg,24.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\R\R17.jpg,38.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Rob\Rob183.jpg,39.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D125.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\E\E119.jpg,14.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zholtica\Zholtica115.jpg,56.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\H\H67.jpg,18.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Vilushka\Vilushka117.jpg,52.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V39.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zholtica\Zholtica102.jpg,56.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I96.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sever\Sever117.jpg,42.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Javanje\Javanje203.jpg,21.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zoshto\Zoshto102.jpg,57.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\K\K98.jpg,22.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ179.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Fizika\Fizika180.jpg,16.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\LJ\LJ174.jpg,28.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Agol\Agol114.jpg,1.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zamenki\Zamenki1.jpg,55.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja22.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z93.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sida\Sida64.jpg,43.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin148.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A122.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V121.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kolache\Kolache69.jpg,23.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Javanje\Javanje209.jpg,21.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\ZH\ZH204.jpg,54.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja170.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Valkano\Valkano38.jpg,51.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zamenki\Zamenki132.jpg,55.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ68.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Agol\Agol182.jpg,1.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sida\Sida170.jpg,43.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\U\U6.jpg,49.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Prst\Prst177.jpg,37.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Vilushka\Vilushka27.jpg,52.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Dopir\Dopir113.jpg,13.0
